Transaction ID,Date,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount,,,,,,,,,Min_age,Max_age,Avg_age,Total Sales Revenue,Average Order value, Category,Sales
607,3/17/2023,Male,54,Middle Age,Clothing,3,25,75,,,,,,,,,,,,,,,
608,12-02-2023,Female,55,Old,Electronics,3,500,1500,,,,,,,,,,,,,,,
609,12/19/2023,Female,47,Middle Age,Clothing,2,50,100,,,,,,,,,,,,,,,
610,01-03-2023,Female,26,Adolescent,Beauty,2,300,600,,,,,,,,,,,,,,,
611,2/24/2023,Male,51,Middle Age,Beauty,3,500,1500,,,,,,,,,,,,,,,
612,08-06-2023,Female,61,Old,Electronics,1,500,500,,,,,,,,,,,,,,,
613,4/23/2023,Female,52,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
614,04-01-2023,Female,39,Middle Age,Beauty,4,300,1200,,,,,,,,,,,,,,,
615,12/23/2023,Female,61,Old,Clothing,4,25,100,,,,,,,,,,,,,,,
616,9/23/2023,Male,41,Middle Age,Clothing,2,50,100,,,,,,,,,,,,,,,
617,8/26/2023,Male,34,Middle Age,Electronics,1,30,30,,,,,,,,,,,,,,,
618,1/26/2023,Female,27,Adolescent,Beauty,1,50,50,,,,,,,,,,,,,,,
619,10/13/2023,Male,47,Middle Age,Electronics,4,25,100,,,,,,,,,,,,,,,
620,05-08-2023,Male,63,Old,Electronics,3,25,75,,,,,,,,,,,,,,,
621,03-04-2023,Female,40,Middle Age,Beauty,2,500,1000,,,,,,,,,,,,,,,
622,8/22/2023,Female,49,Middle Age,Beauty,3,25,75,,,,,,,,,,,,,,,
623,03-10-2023,Male,34,Middle Age,Clothing,3,50,150,,,,,,,,,,,,,,,
624,8/26/2023,Female,34,Middle Age,Beauty,3,300,900,,,,,,,,,,,,,,,
625,12-08-2023,Male,31,Adolescent,Clothing,1,300,300,,,,,,,,,,,,,,,
626,9/29/2023,Female,26,Adolescent,Clothing,4,500,2000,,,,,,,,,,,,,,,
627,10/14/2023,Male,57,Old,Clothing,1,50,50,,,,,,,,,,,,,,,
628,11-01-2023,Female,19,Adolescent,Beauty,4,50,200,,,,,,,,,,,,,,,
629,06-12-2023,Male,62,Old,Electronics,2,25,50,,,,,,,,,,,,,,,
630,8/15/2023,Male,42,Middle Age,Clothing,2,50,100,,,,,,,,,,,,,,,
631,11-10-2023,Male,56,Old,Electronics,3,30,90,,,,,,,,,,,,,,,
632,9/16/2023,Female,26,Adolescent,Electronics,4,25,100,,,,,,,,,,,,,,,
633,08-07-2023,Male,39,Middle Age,Beauty,4,30,120,,,,,,,,,,,,,,,
634,10-08-2023,Male,60,Old,Electronics,4,500,2000,,,,,,,,,,,,,,,
635,8/17/2023,Female,63,Old,Electronics,3,300,900,,,,,,,,,,,,,,,
636,3/23/2023,Female,21,Adolescent,Beauty,3,500,1500,,,,,,,,,,,,,,,
637,09-01-2023,Male,43,Middle Age,Clothing,2,300,600,,,,,,,,,,,,,,,
638,8/19/2023,Male,46,Middle Age,Electronics,1,500,500,,,,,,,,,,,,,,,
639,5/13/2023,Female,62,Old,Beauty,4,50,200,,,,,,,,,,,,,,,
640,05-07-2023,Female,51,Middle Age,Electronics,4,30,120,,,,,,,,,,,,,,,
641,11/23/2023,Female,40,Middle Age,Electronics,1,300,300,,,,,,,,,,,,,,,
642,5/22/2023,Female,54,Middle Age,Clothing,4,25,100,,,,,,,,,,,,,,,
643,9/24/2023,Female,28,Adolescent,Electronics,3,30,90,,,,,,,,,,,,,,,
644,09-06-2023,Male,23,Adolescent,Beauty,3,25,75,,,,,,,,,,,,,,,
645,11/17/2023,Female,35,Middle Age,Electronics,4,30,120,,,,,,,,,,,,,,,
646,05-03-2023,Male,38,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
647,5/21/2023,Male,59,Old,Clothing,3,500,1500,,,,,,,,,,,,,,,
648,8/14/2023,Male,53,Middle Age,Beauty,4,300,1200,,,,,,,,,,,,,,,
649,02-09-2023,Female,58,Old,Clothing,2,300,600,,,,,,,,,,,,,,,
650,01-01-2024,Male,55,Old,Electronics,1,30,30,,,,,,,,,,,,,,,
651,5/27/2023,Male,51,Middle Age,Clothing,3,50,150,,,,,,,,,,,,,,,
652,05-01-2023,Female,34,Middle Age,Beauty,2,50,100,,,,,,,,,,,,,,,
653,5/20/2023,Male,54,Middle Age,Clothing,3,25,75,,,,,,,,,,,,,,,
654,6/21/2023,Male,42,Middle Age,Clothing,3,25,75,,,,,,,,,,,,,,,
655,6/13/2023,Female,55,Old,Clothing,1,500,500,,,,,,,,,,,,,,,
656,10-04-2023,Male,29,Adolescent,Beauty,3,30,90,,,,,,,,,,,,,,,
657,02-11-2023,Male,40,Middle Age,Clothing,1,25,25,,,,,,,,,,,,,,,
658,03-12-2023,Male,59,Old,Clothing,1,25,25,,,,,,,,,,,,,,,
659,3/19/2023,Female,39,Middle Age,Electronics,1,30,30,,,,,,,,,,,,,,,
660,4/29/2023,Female,38,Middle Age,Beauty,2,500,1000,,,,,,,,,,,,,,,
661,7/16/2023,Female,44,Middle Age,Clothing,4,25,100,,,,,,,,,,,,,,,
662,12/22/2023,Male,48,Middle Age,Beauty,2,500,1000,,,,,,,,,,,,,,,
663,3/20/2023,Male,23,Adolescent,Clothing,4,300,1200,,,,,,,,,,,,,,,
664,12/28/2023,Female,44,Middle Age,Clothing,4,500,2000,,,,,,,,,,,,,,,
665,4/20/2023,Male,57,Old,Clothing,1,50,50,,,,,,,,,,,,,,,
666,02-02-2023,Male,51,Middle Age,Electronics,3,50,150,,,,,,,,,,,,,,,
667,08-01-2023,Female,29,Adolescent,Electronics,1,500,500,,,,,,,,,,,,,,,
668,7/28/2023,Female,62,Old,Electronics,3,50,150,,,,,,,,,,,,,,,
669,6/19/2023,Male,24,Adolescent,Beauty,4,300,1200,,,,,,,,,,,,,,,
670,10-05-2023,Male,27,Adolescent,Beauty,1,30,30,,,,,,,,,,,,,,,
671,8/27/2023,Male,62,Old,Electronics,3,50,150,,,,,,,,,,,,,,,
672,08-01-2023,Female,34,Middle Age,Beauty,2,50,100,,,,,,,,,,,,,,,
673,02-01-2023,Female,43,Middle Age,Clothing,3,500,1500,,,,,,,,,,,,,,,
674,4/16/2023,Female,38,Middle Age,Clothing,1,300,300,,,,,,,,,,,,,,,
675,08-04-2023,Female,45,Middle Age,Clothing,2,30,60,,,,,,,,,,,,,,,
676,7/19/2023,Male,63,Old,Electronics,3,500,1500,,,,,,,,,,,,,,,
677,10/27/2023,Female,19,Adolescent,Beauty,3,500,1500,,,,,,,,,,,,,,,
678,12/23/2023,Female,60,Old,Electronics,3,300,900,,,,,,,,,,,,,,,
679,01-11-2023,Female,18,Adolescent,Beauty,3,30,90,,,,,,,,,,,,,,,
680,10/22/2023,Female,53,Middle Age,Clothing,3,300,900,,,,,,,,,,,,,,,
681,7/14/2023,Female,43,Middle Age,Electronics,2,30,60,,,,,,,,,,,,,,,
682,09-02-2023,Male,46,Middle Age,Beauty,4,300,1200,,,,,,,,,,,,,,,
683,01-04-2023,Male,38,Middle Age,Beauty,2,500,1000,,,,,,,,,,,,,,,
684,6/30/2023,Female,28,Adolescent,Clothing,2,500,1000,,,,,,,,,,,,,,,
685,06-02-2023,Male,57,Old,Electronics,2,25,50,,,,,,,,,,,,,,,
686,7/19/2023,Female,28,Adolescent,Electronics,4,50,200,,,,,,,,,,,,,,,
687,08-03-2023,Female,53,Middle Age,Electronics,1,300,300,,,,,,,,,,,,,,,
688,10-03-2023,Male,56,Old,Clothing,4,25,100,,,,,,,,,,,,,,,
689,10-07-2023,Male,57,Old,Electronics,2,50,100,,,,,,,,,,,,,,,
690,11-05-2023,Female,52,Middle Age,Clothing,3,300,900,,,,,,,,,,,,,,,
691,4/23/2023,Female,51,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
692,09-07-2023,Female,64,Old,Clothing,2,50,100,,,,,,,,,,,,,,,
693,4/23/2023,Male,41,Middle Age,Beauty,3,500,1500,,,,,,,,,,,,,,,
694,5/20/2023,Female,39,Middle Age,Electronics,2,25,50,,,,,,,,,,,,,,,
695,08-12-2023,Female,22,Adolescent,Electronics,3,50,150,,,,,,,,,,,,,,,
696,09-06-2023,Female,50,Middle Age,Clothing,4,50,200,,,,,,,,,,,,,,,
697,1/15/2023,Male,53,Middle Age,Clothing,1,500,500,,,,,,,,,,,,,,,
698,7/19/2023,Female,64,Old,Electronics,1,300,300,,,,,,,,,,,,,,,
699,6/22/2023,Female,37,Middle Age,Clothing,4,30,120,,,,,,,,,,,,,,,
700,12-09-2023,Male,36,Middle Age,Electronics,4,500,2000,,,,,,,,,,,,,,,
701,12/14/2023,Female,52,Middle Age,Beauty,2,30,60,,,,,,,,,,,,,,,
702,7/27/2023,Female,60,Old,Clothing,2,300,600,,,,,,,,,,,,,,,
703,3/26/2023,Male,34,Middle Age,Electronics,2,50,100,,,,,,,,,,,,,,,
704,8/28/2023,Female,62,Old,Clothing,3,30,90,,,,,,,,,,,,,,,
705,03-07-2023,Male,60,Old,Electronics,2,25,50,,,,,,,,,,,,,,,
706,11/15/2023,Male,51,Middle Age,Electronics,4,25,100,,,,,,,,,,,,,,,
707,10-01-2023,Female,26,Adolescent,Clothing,1,500,500,,,,,,,,,,,,,,,
708,1/14/2023,Female,43,Middle Age,Beauty,3,300,900,,,,,,,,,,,,,,,
709,7/21/2023,Female,19,Adolescent,Electronics,2,500,1000,,,,,,,,,,,,,,,
710,10/31/2023,Female,26,Adolescent,Electronics,3,500,1500,,,,,,,,,,,,,,,
711,10/16/2023,Male,26,Adolescent,Electronics,3,500,1500,,,,,,,,,,,,,,,
712,12-06-2023,Female,57,Old,Beauty,2,25,50,,,,,,,,,,,,,,,
713,1/14/2023,Male,34,Middle Age,Beauty,3,25,75,,,,,,,,,,,,,,,
714,02-12-2023,Female,18,Adolescent,Clothing,1,500,500,,,,,,,,,,,,,,,
715,11/26/2023,Female,42,Middle Age,Beauty,4,25,100,,,,,,,,,,,,,,,
716,08-08-2023,Female,60,Old,Clothing,4,300,1200,,,,,,,,,,,,,,,
717,03-11-2023,Male,57,Old,Clothing,1,500,500,,,,,,,,,,,,,,,
718,8/25/2023,Female,59,Old,Beauty,3,25,75,,,,,,,,,,,,,,,
719,04-04-2023,Female,42,Middle Age,Clothing,2,30,60,,,,,,,,,,,,,,,
720,1/26/2023,Female,56,Old,Beauty,3,500,1500,,,,,,,,,,,,,,,
721,5/14/2023,Female,52,Middle Age,Clothing,1,500,500,,,,,,,,,,,,,,,
722,7/14/2023,Male,20,Adolescent,Beauty,3,300,900,,,,,,,,,,,,,,,
723,6/17/2023,Female,54,Middle Age,Beauty,4,50,200,,,,,,,,,,,,,,,
724,4/19/2023,Male,61,Old,Clothing,3,50,150,,,,,,,,,,,,,,,
725,8/21/2023,Male,61,Old,Electronics,1,300,300,,,,,,,,,,,,,,,
726,6/17/2023,Male,47,Middle Age,Clothing,4,300,1200,,,,,,,,,,,,,,,
727,6/22/2023,Male,55,Old,Beauty,3,300,900,,,,,,,,,,,,,,,
728,7/14/2023,Male,51,Middle Age,Electronics,3,50,150,,,,,,,,,,,,,,,
729,5/23/2023,Male,29,Adolescent,Clothing,4,300,1200,,,,,,,,,,,,,,,
730,08-04-2023,Female,36,Middle Age,Clothing,2,25,50,,,,,,,,,,,,,,,
731,05-10-2023,Male,54,Middle Age,Clothing,4,500,2000,,,,,,,,,,,,,,,
732,02-11-2023,Male,61,Old,Electronics,2,500,1000,,,,,,,,,,,,,,,
733,8/29/2023,Male,34,Middle Age,Beauty,1,30,30,,,,,,,,,,,,,,,
734,01-10-2023,Female,27,Adolescent,Clothing,1,30,30,,,,,,,,,,,,,,,
735,10-04-2023,Female,64,Old,Clothing,4,500,2000,,,,,,,,,,,,,,,
736,1/27/2023,Male,29,Adolescent,Clothing,4,25,100,,,,,,,,,,,,,,,
737,6/29/2023,Female,33,Middle Age,Clothing,1,50,50,,,,,,,,,,,,,,,
738,4/25/2023,Male,41,Middle Age,Clothing,2,50,100,,,,,,,,,,,,,,,
739,11/29/2023,Male,36,Middle Age,Beauty,1,25,25,,,,,,,,,,,,,,,
740,02-05-2023,Female,25,Adolescent,Beauty,4,50,200,,,,,,,,,,,,,,,
741,11/30/2023,Male,48,Middle Age,Clothing,1,300,300,,,,,,,,,,,,,,,
742,1/21/2023,Female,38,Middle Age,Electronics,4,500,2000,,,,,,,,,,,,,,,
743,1/16/2023,Female,34,Middle Age,Beauty,4,500,2000,,,,,,,,,,,,,,,
744,05-07-2023,Male,40,Middle Age,Electronics,1,25,25,,,,,,,,,,,,,,,
745,4/13/2023,Male,54,Middle Age,Beauty,2,50,100,,,,,,,,,,,,,,,
746,01-11-2023,Female,33,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
747,11/15/2023,Male,23,Adolescent,Beauty,1,30,30,,,,,,,,,,,,,,,
748,3/20/2023,Male,25,Adolescent,Clothing,3,50,150,,,,,,,,,,,,,,,
749,05-03-2023,Male,42,Middle Age,Beauty,1,30,30,,,,,,,,,,,,,,,
750,03-06-2023,Female,35,Middle Age,Clothing,3,25,75,,,,,,,,,,,,,,,
751,8/31/2023,Female,42,Middle Age,Clothing,2,25,50,,,,,,,,,,,,,,,
752,12-09-2023,Male,29,Adolescent,Clothing,2,50,100,,,,,,,,,,,,,,,
753,2/28/2023,Female,32,Middle Age,Clothing,1,30,30,,,,,,,,,,,,,,,
754,10/16/2023,Female,43,Middle Age,Electronics,4,25,100,,,,,,,,,,,,,,,
755,4/22/2023,Female,58,Old,Clothing,3,25,75,,,,,,,,,,,,,,,
756,8/27/2023,Female,62,Old,Electronics,4,300,1200,,,,,,,,,,,,,,,
757,12/25/2023,Female,43,Middle Age,Electronics,4,300,1200,,,,,,,,,,,,,,,
758,05-12-2023,Male,64,Old,Clothing,4,25,100,,,,,,,,,,,,,,,
759,07-08-2023,Male,49,Middle Age,Electronics,2,50,100,,,,,,,,,,,,,,,
760,3/27/2023,Male,27,Adolescent,Beauty,1,500,500,,,,,,,,,,,,,,,
761,11-07-2023,Female,33,Middle Age,Clothing,1,500,500,,,,,,,,,,,,,,,
762,11-07-2023,Female,24,Adolescent,Electronics,2,25,50,,,,,,,,,,,,,,,
763,2/28/2023,Male,34,Middle Age,Clothing,2,25,50,,,,,,,,,,,,,,,
764,3/25/2023,Female,40,Middle Age,Clothing,1,25,25,,,,,,,,,,,,,,,
765,06-09-2023,Male,43,Middle Age,Clothing,4,50,200,,,,,,,,,,,,,,,
766,2/25/2023,Male,38,Middle Age,Electronics,3,300,900,,,,,,,,,,,,,,,
767,10/24/2023,Male,39,Middle Age,Beauty,3,25,75,,,,,,,,,,,,,,,
768,1/14/2023,Female,24,Adolescent,Beauty,3,25,75,,,,,,,,,,,,,,,
769,06-09-2023,Female,31,Adolescent,Electronics,4,30,120,,,,,,,,,,,,,,,
770,10/22/2023,Male,32,Middle Age,Clothing,1,50,50,,,,,,,,,,,,,,,
771,12/13/2023,Male,24,Adolescent,Electronics,2,25,50,,,,,,,,,,,,,,,
772,07-12-2023,Male,26,Adolescent,Electronics,1,30,30,,,,,,,,,,,,,,,
773,7/23/2023,Male,25,Adolescent,Electronics,4,500,2000,,,,,,,,,,,,,,,
774,04-12-2023,Female,40,Middle Age,Clothing,2,25,50,,,,,,,,,,,,,,,
775,02-08-2023,Female,46,Middle Age,Electronics,4,25,100,,,,,,,,,,,,,,,
776,10/31/2023,Male,35,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
777,12/20/2023,Male,48,Middle Age,Electronics,3,50,150,,,,,,,,,,,,,,,
778,11/18/2023,Female,47,Middle Age,Beauty,4,25,100,,,,,,,,,,,,,,,
779,05-05-2023,Female,56,Old,Electronics,2,500,1000,,,,,,,,,,,,,,,
780,2/22/2023,Male,52,Middle Age,Electronics,2,25,50,,,,,,,,,,,,,,,
781,12/23/2023,Male,35,Middle Age,Beauty,1,500,500,,,,,,,,,,,,,,,
782,06-04-2023,Male,59,Old,Clothing,3,300,900,,,,,,,,,,,,,,,
783,12/17/2023,Female,56,Old,Clothing,1,300,300,,,,,,,,,,,,,,,
784,11-04-2023,Female,34,Middle Age,Electronics,1,500,500,,,,,,,,,,,,,,,
785,03-03-2023,Female,31,Adolescent,Beauty,4,50,200,,,,,,,,,,,,,,,
786,10/17/2023,Male,48,Middle Age,Clothing,4,25,100,,,,,,,,,,,,,,,
787,1/22/2023,Male,41,Middle Age,Electronics,1,25,25,,,,,,,,,,,,,,,
788,6/27/2023,Female,52,Middle Age,Beauty,3,300,900,,,,,,,,,,,,,,,
789,9/30/2023,Female,61,Old,Clothing,4,500,2000,,,,,,,,,,,,,,,
790,08-08-2023,Male,62,Old,Clothing,1,25,25,,,,,,,,,,,,,,,
791,12-05-2023,Female,51,Middle Age,Beauty,1,25,25,,,,,,,,,,,,,,,
792,07-09-2023,Female,20,Adolescent,Beauty,1,50,50,,,,,,,,,,,,,,,
793,02-05-2023,Male,54,Middle Age,Beauty,1,30,30,,,,,,,,,,,,,,,
794,9/17/2023,Female,60,Old,Beauty,1,300,300,,,,,,,,,,,,,,,
795,11/28/2023,Male,57,Old,Electronics,1,300,300,,,,,,,,,,,,,,,
796,6/24/2023,Male,43,Middle Age,Beauty,4,30,120,,,,,,,,,,,,,,,
797,01-07-2023,Male,40,Middle Age,Clothing,3,25,75,,,,,,,,,,,,,,,
798,08-04-2023,Male,61,Old,Clothing,1,50,50,,,,,,,,,,,,,,,
799,09-08-2023,Male,56,Old,Electronics,2,50,100,,,,,,,,,,,,,,,
800,2/24/2023,Male,32,Middle Age,Clothing,4,300,1200,,,,,,,,,,,,,,,
801,08-10-2023,Male,21,Adolescent,Clothing,4,50,200,,,,,,,,,,,,,,,
802,07-05-2023,Female,46,Middle Age,Beauty,1,30,30,,,,,,,,,,,,,,,
803,11/22/2023,Male,39,Middle Age,Clothing,4,25,100,,,,,,,,,,,,,,,
804,8/24/2023,Male,42,Middle Age,Electronics,1,30,30,,,,,,,,,,,,,,,
805,12/29/2023,Female,30,Adolescent,Beauty,3,500,1500,,,,,,,,,,,,,,,
806,3/20/2023,Female,35,Middle Age,Beauty,3,300,900,,,,,,,,,,,,,,,
807,08-11-2023,Female,50,Middle Age,Electronics,4,50,200,,,,,,,,,,,,,,,
808,04-01-2023,Male,33,Middle Age,Beauty,4,500,2000,,,,,,,,,,,,,,,
809,9/25/2023,Female,62,Old,Beauty,2,50,100,,,,,,,,,,,,,,,
810,11/30/2023,Male,59,Old,Electronics,4,25,100,,,,,,,,,,,,,,,
811,5/19/2023,Male,61,Old,Beauty,2,25,50,,,,,,,,,,,,,,,
812,11-12-2023,Male,19,Adolescent,Electronics,3,25,75,,,,,,,,,,,,,,,
813,10-03-2023,Male,52,Middle Age,Electronics,3,50,150,,,,,,,,,,,,,,,
814,09-05-2023,Female,59,Old,Clothing,1,500,500,,,,,,,,,,,,,,,
815,8/27/2023,Female,51,Middle Age,Clothing,3,25,75,,,,,,,,,,,,,,,
816,08-12-2023,Male,47,Middle Age,Beauty,2,500,1000,,,,,,,,,,,,,,,
817,10/31/2023,Male,30,Adolescent,Beauty,4,50,200,,,,,,,,,,,,,,,
818,5/18/2023,Male,30,Adolescent,Electronics,1,500,500,,,,,,,,,,,,,,,
819,6/15/2023,Female,35,Middle Age,Beauty,2,50,100,,,,,,,,,,,,,,,
820,05-06-2023,Male,49,Middle Age,Electronics,4,50,200,,,,,,,,,,,,,,,
821,2/14/2023,Male,49,Middle Age,Electronics,1,300,300,,,,,,,,,,,,,,,
822,5/23/2023,Female,52,Middle Age,Beauty,3,50,150,,,,,,,,,,,,,,,
823,8/19/2023,Female,56,Old,Electronics,2,50,100,,,,,,,,,,,,,,,
824,05-05-2023,Male,63,Old,Clothing,4,30,120,,,,,,,,,,,,,,,
825,8/26/2023,Female,46,Middle Age,Beauty,1,25,25,,,,,,,,,,,,,,,
826,10/19/2023,Female,46,Middle Age,Clothing,1,300,300,,,,,,,,,,,,,,,
827,11-09-2023,Male,61,Old,Beauty,3,300,900,,,,,,,,,,,,,,,
828,12-09-2023,Female,33,Middle Age,Electronics,4,300,1200,,,,,,,,,,,,,,,
829,7/14/2023,Male,61,Old,Beauty,3,30,90,,,,,,,,,,,,,,,
830,6/22/2023,Female,64,Old,Clothing,3,50,150,,,,,,,,,,,,,,,
831,1/15/2023,Male,27,Adolescent,Electronics,4,25,100,,,,,,,,,,,,,,,
832,09-11-2023,Male,47,Middle Age,Beauty,4,500,2000,,,,,,,,,,,,,,,
833,6/16/2023,Male,42,Middle Age,Beauty,4,50,200,,,,,,,,,,,,,,,
834,04-04-2023,Female,56,Old,Beauty,2,30,60,,,,,,,,,,,,,,,
835,09-07-2023,Male,37,Middle Age,Clothing,4,50,200,,,,,,,,,,,,,,,
836,4/19/2023,Female,22,Adolescent,Clothing,1,50,50,,,,,,,,,,,,,,,
837,07-01-2023,Male,18,Adolescent,Beauty,3,30,90,,,,,,,,,,,,,,,
838,5/13/2023,Male,47,Middle Age,Electronics,2,300,600,,,,,,,,,,,,,,,
839,6/24/2023,Female,20,Adolescent,Electronics,4,300,1200,,,,,,,,,,,,,,,
840,5/24/2023,Male,62,Old,Clothing,2,25,50,,,,,,,,,,,,,,,
841,11-02-2023,Male,31,Adolescent,Electronics,4,25,100,,,,,,,,,,,,,,,
842,12/26/2023,Female,47,Middle Age,Clothing,2,300,600,,,,,,,,,,,,,,,
843,5/22/2023,Male,21,Adolescent,Beauty,3,500,1500,,,,,,,,,,,,,,,
844,10-12-2023,Male,35,Middle Age,Clothing,3,50,150,,,,,,,,,,,,,,,
845,01-06-2023,Male,54,Middle Age,Clothing,1,500,500,,,,,,,,,,,,,,,
846,9/22/2023,Male,42,Middle Age,Beauty,1,50,50,,,,,,,,,,,,,,,
847,04-08-2023,Female,18,Adolescent,Electronics,4,300,1200,,,,,,,,,,,,,,,
848,2/13/2023,Female,63,Old,Clothing,3,25,75,,,,,,,,,,,,,,,
849,05-04-2023,Male,32,Middle Age,Clothing,2,25,50,,,,,,,,,,,,,,,
850,7/28/2023,Female,26,Adolescent,Beauty,2,500,1000,,,,,,,,,,,,,,,
851,09-08-2023,Male,32,Middle Age,Electronics,2,25,50,,,,,,,,,,,,,,,
852,10-12-2023,Female,41,Middle Age,Clothing,1,300,300,,,,,,,,,,,,,,,
853,05-04-2023,Male,21,Adolescent,Beauty,2,500,1000,,,,,,,,,,,,,,,
854,12/20/2023,Male,29,Adolescent,Clothing,1,50,50,,,,,,,,,,,,,,,
855,09-01-2023,Male,54,Middle Age,Beauty,1,25,25,,,,,,,,,,,,,,,
856,11/27/2023,Male,54,Middle Age,Electronics,4,30,120,,,,,,,,,,,,,,,
857,12/31/2023,Male,60,Old,Electronics,2,25,50,,,,,,,,,,,,,,,
858,09-09-2023,Male,23,Adolescent,Electronics,2,50,100,,,,,,,,,,,,,,,
859,8/18/2023,Female,56,Old,Electronics,3,500,1500,,,,,,,,,,,,,,,
860,01-09-2023,Male,63,Old,Clothing,4,50,200,,,,,,,,,,,,,,,
861,2/17/2023,Female,41,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
862,5/31/2023,Male,28,Adolescent,Electronics,4,300,1200,,,,,,,,,,,,,,,
863,4/24/2023,Female,30,Adolescent,Electronics,2,25,50,,,,,,,,,,,,,,,
864,7/27/2023,Female,51,Middle Age,Electronics,1,500,500,,,,,,,,,,,,,,,
865,12/21/2023,Female,42,Middle Age,Clothing,1,300,300,,,,,,,,,,,,,,,
866,05-05-2023,Male,24,Adolescent,Electronics,1,50,50,,,,,,,,,,,,,,,
867,06-06-2023,Male,21,Adolescent,Electronics,1,500,500,,,,,,,,,,,,,,,
868,12-06-2023,Female,25,Adolescent,Electronics,1,300,300,,,,,,,,,,,,,,,
869,10/25/2023,Male,37,Middle Age,Beauty,3,500,1500,,,,,,,,,,,,,,,
870,07-08-2023,Female,46,Middle Age,Electronics,4,30,120,,,,,,,,,,,,,,,
871,8/31/2023,Male,62,Old,Beauty,2,30,60,,,,,,,,,,,,,,,
872,10-11-2023,Female,63,Old,Beauty,3,25,75,,,,,,,,,,,,,,,
873,9/29/2023,Female,27,Adolescent,Electronics,4,25,100,,,,,,,,,,,,,,,
874,6/26/2023,Male,60,Old,Beauty,1,30,30,,,,,,,,,,,,,,,
875,08-06-2023,Female,51,Middle Age,Electronics,4,500,2000,,,,,,,,,,,,,,,
876,10-09-2023,Male,43,Middle Age,Clothing,4,30,120,,,,,,,,,,,,,,,
877,6/19/2023,Female,58,Old,Clothing,1,25,25,,,,,,,,,,,,,,,
878,6/30/2023,Female,20,Adolescent,Clothing,1,30,30,,,,,,,,,,,,,,,
879,12/26/2023,Male,23,Adolescent,Clothing,1,30,30,,,,,,,,,,,,,,,
880,8/21/2023,Male,22,Adolescent,Beauty,2,500,1000,,,,,,,,,,,,,,,
881,5/19/2023,Male,22,Adolescent,Electronics,1,300,300,,,,,,,,,,,,,,,
882,06-06-2023,Female,64,Old,Electronics,2,25,50,,,,,,,,,,,,,,,
883,05-09-2023,Male,40,Middle Age,Electronics,1,500,500,,,,,,,,,,,,,,,
884,4/29/2023,Female,26,Adolescent,Clothing,2,30,60,,,,,,,,,,,,,,,
885,03-03-2023,Female,52,Middle Age,Clothing,4,30,120,,,,,,,,,,,,,,,
886,04-09-2023,Male,37,Middle Age,Electronics,3,300,900,,,,,,,,,,,,,,,
887,06-11-2023,Male,59,Old,Clothing,4,25,100,,,,,,,,,,,,,,,
888,03-03-2023,Female,52,Middle Age,Electronics,4,25,100,,,,,,,,,,,,,,,
889,10-02-2023,Female,35,Middle Age,Electronics,1,50,50,,,,,,,,,,,,,,,
890,12/20/2023,Male,34,Middle Age,Electronics,2,25,50,,,,,,,,,,,,,,,
891,04-05-2023,Male,41,Middle Age,Electronics,3,300,900,,,,,,,,,,,,,,,
892,04-09-2023,Male,20,Adolescent,Electronics,1,50,50,,,,,,,,,,,,,,,
893,4/21/2023,Male,49,Middle Age,Electronics,1,50,50,,,,,,,,,,,,,,,
894,09-05-2023,Male,52,Middle Age,Electronics,1,30,30,,,,,,,,,,,,,,,
895,5/22/2023,Female,55,Old,Clothing,4,30,120,,,,,,,,,,,,,,,
896,10/29/2023,Female,30,Adolescent,Electronics,2,25,50,,,,,,,,,,,,,,,
897,9/26/2023,Female,64,Old,Electronics,2,50,100,,,,,,,,,,,,,,,
898,11-02-2023,Female,42,Middle Age,Clothing,3,30,90,,,,,,,,,,,,,,,
899,5/25/2023,Male,26,Adolescent,Clothing,2,300,600,,,,,,,,,,,,,,,
900,2/21/2023,Male,21,Adolescent,Clothing,2,30,60,,,,,,,,,,,,,,,
901,04-10-2023,Male,31,Adolescent,Electronics,1,30,30,,,,,,,,,,,,,,,
902,06-01-2023,Female,54,Middle Age,Beauty,1,50,50,,,,,,,,,,,,,,,
903,4/27/2023,Female,51,Middle Age,Beauty,4,50,200,,,,,,,,,,,,,,,
904,07-04-2023,Male,28,Adolescent,Clothing,1,500,500,,,,,,,,,,,,,,,
905,04-02-2023,Male,58,Old,Beauty,1,300,300,,,,,,,,,,,,,,,
906,06-04-2023,Female,20,Adolescent,Clothing,1,50,50,,,,,,,,,,,,,,,
907,01-08-2023,Female,45,Middle Age,Electronics,1,25,25,,,,,,,,,,,,,,,
908,12/29/2023,Male,46,Middle Age,Beauty,4,300,1200,,,,,,,,,,,,,,,
909,10-01-2023,Male,26,Adolescent,Electronics,1,300,300,,,,,,,,,,,,,,,
910,03-06-2023,Female,20,Adolescent,Beauty,3,50,150,,,,,,,,,,,,,,,
911,5/21/2023,Male,42,Middle Age,Electronics,3,300,900,,,,,,,,,,,,,,,
